"","WOType","Borough","WOCategory","WOWoodRemains","WOWireConflict","CreatedDate"
"9632","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9633","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9634","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9635","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"9636","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9637","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/03"
"9638","Pruning","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/12"
"9639","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9640","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9641","Tree and Sidewalk Repair","Staten Island","Tree and Sidewalk Repair","No Wood Debris","No Util Conflict Present","20/02/20"
"9642","Pruning","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"9643","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9644","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","Electric Utility Pending","20/02/07"
"9645","Tree Down","Queens","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/08"
"9646","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9647","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9648","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/12"
"9649","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9650","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"9651","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"9652","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"9653","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9654","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"9655","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/29"
"9656","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9657","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9658","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"9659","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/19"
"9660","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9661","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9662","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9663","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9664","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"9665","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"9666","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9667","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9668","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9669","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9670","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9671","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9672","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9673","Tree Removal","Queens","Risk Mitigation","No Wood Debris","Electric Utility Pending","20/02/07"
"9674","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"9675","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9676","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9677","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9678","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9679","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/13"
"9680","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9681","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/07"
"9682","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"9683","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"9684","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"9685","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"9686","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"9687","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/09"
"9688","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9689","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9690","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9691","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9692","Tree Plant-Street Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"9693","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"9694","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/05"
"9695","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"9696","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9697","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"9698","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9699","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/24"
"9700","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9701","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","Electric Utility Open","20/02/17"
"9702","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9703","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9704","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9705","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/12"
"9706","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/28"
"9707","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/29"
"9708","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"9709","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/19"
"9710","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9711","Pruning","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/25"
"9712","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"9713","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9714","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"9715","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9716","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9717","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9718","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9719","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"9720","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"9721","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/11"
"9722","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/13"
"9723","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/13"
"9724","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"9725","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9726","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9727","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9728","Limb Down","Queens","Post-Failure Tree/Debris Removal","No Wood Debris","Electric Utility Open","20/02/09"
"9729","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9730","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9731","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9732","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/08"
"9733","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"9734","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"9735","Limb Down","Brooklyn","Post-Failure Tree/Debris Removal","< 4 in diam, <4 ft length","No Util Conflict Present","20/02/28"
"9736","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9737","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"9738","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"9739","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/11"
"9740","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9741","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9742","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/04"
"9743","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/05"
"9744","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"9745","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9746","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/19"
"9747","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"9748","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9749","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"9750","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"9751","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"9752","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9753","Limb Down","Brooklyn","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/28"
"9754","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9755","Limb Down","Staten Island","Post-Failure Tree/Debris Removal","< 4 in diam, <4 ft length","No Util Conflict Present","20/02/14"
"9756","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9757","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"9758","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"9759","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9760","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/12"
"9761","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"9762","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9763","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"9764","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"9765","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"9766","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"9767","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/24"
"9768","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9769","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"9770","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"9771","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"9772","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"9773","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"9774","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"9775","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"9776","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
